name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand
Tata Indica Vista TDI LS,2014.0,250000.0,25000.0,Diesel,Individual,Manual,First Owner,6.0,Tata
Land Rover Discovery S 2.0 SD4,2018.0,4000000.0,68000.0,Petrol,Individual,Automatic,First Owner,2.0,Land
Maruti Alto 800 LXI,2014.0,210000.0,20000.0,Petrol,Individual,Manual,First Owner,6.0,Maruti
Hyundai i10 Era 1.1 iTech SE,2011.0,147000.0,110000.0,Petrol,Individual,Manual,Second Owner,9.0,Hyundai
Maruti Vitara Brezza VDi Option,2018.0,725000.0,26350.0,Diesel,Individual,Unknown,First Owner,2.0,Maruti
Mahindra Scorpio SLE BSIV,2012.0,550000.0,90000.0,Diesel,Individual,Manual,First Owner,8.0,Mahindra
Hyundai i20 Sportz Option 1.2,2016.0,475000.0,25000.0,Petrol,Individual,Manual,First Owner,4.0,Hyundai
Hyundai Santro Xing GLS,2014.0,250000.0,50000.0,Unknown,Individual,Manual,Second Owner,6.0,Hyundai
Tata Indica LSI,2006.0,70000.0,60000.0,Petrol,Individual,Manual,Second Owner,14.0,Tata
Hyundai EON Era Plus,2012.0,160000.0,70000.0,Petrol,Individual,Manual,Third Owner,8.0,Hyundai
Ford Endeavour 3.0L 4X4 AT,,,,Diesel,Individual,Automatic,Unknown,,Ford
Hyundai Santro LE zipPlus,2001.0,68000.0,70000.0,Petrol,Individual,Manual,First Owner,19.0,Hyundai
Hyundai Grand i10 1.2 Kappa Asta,,500000.0,26500.0,Petrol,Individual,Manual,First Owner,,Hyundai
Tata Indigo CR4,2013.0,170000.0,60000.0,Unknown,Individual,Manual,First Owner,7.0,Tata
Mahindra Scorpio S11 BSIV,2018.0,,35000.0,Diesel,Individual,Manual,First Owner,2.0,Mahindra
Hyundai Creta 1.4 EX Diesel,2020.0,1050000.0,10000.0,Diesel,Individual,Manual,First Owner,0.0,Hyundai
Hyundai i20 Magna 1.2,2016.0,600000.0,25000.0,Petrol,Individual,Manual,First Owner,4.0,Hyundai
Hyundai Verna CRDi 1.6 SX,2017.0,900000.0,50000.0,Diesel,Individual,Manual,First Owner,3.0,Hyundai
Hyundai Grand i10 1.2 Kappa Sportz BSIV,,550000.0,25000.0,Petrol,Individual,Unknown,First Owner,,Hyundai
Maruti Alto LX,2007.0,100000.0,,Petrol,Individual,Manual,Second Owner,13.0,Maruti
Honda Brio 1.2 S MT,2017.0,400000.0,,Petrol,Individual,Manual,First Owner,3.0,Honda
Hyundai i20 Asta 1.4 CRDi,2013.0,300000.0,90000.0,Diesel,Individual,Manual,First Owner,7.0,Hyundai
Tata Indigo LX,2011.0,140000.0,60000.0,Diesel,Individual,Unknown,Second Owner,9.0,Tata
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015.0,640000.0,23000.0,Petrol,Individual,Manual,First Owner,5.0,Skoda
Unknown,2018.0,380000.0,22155.0,Petrol,Individual,Manual,First Owner,2.0,Unknown
Tata Nano Lx,2011.0,120000.0,20000.0,Petrol,Unknown,Manual,First Owner,9.0,Tata
Maruti Ciaz 1.4 Delta,2018.0,650000.0,70000.0,Petrol,Individual,Unknown,First Owner,2.0,Maruti
Ford Figo Aspire 1.2 Ti-VCT Trend,2018.0,550000.0,35000.0,Petrol,Individual,Manual,First Owner,2.0,Ford
Mahindra XUV500 W8 4WD,2012.0,650000.0,71042.0,Diesel,Dealer,Manual,First Owner,8.0,Mahindra
Unknown,2012.0,1025000.0,167870.0,Diesel,Dealer,Manual,Second Owner,8.0,Unknown
Ford Fiesta 1.5 TDCi Titanium,2011.0,195000.0,,Unknown,Dealer,Manual,First Owner,9.0,Ford
BMW 3 Series 320d Sport,2013.0,1490000.0,40000.0,Diesel,Dealer,Automatic,First Owner,7.0,BMW
Honda City i-VTEC CVT ZX,2018.0,1140000.0,23038.0,Petrol,Trustmark Dealer,Automatic,First Owner,2.0,Honda
Chevrolet Beat Diesel LS,2011.0,95000.0,70000.0,Diesel,Individual,Manual,First Owner,9.0,Chevrolet
BMW 3 Series GT Luxury Line,2017.0,,30000.0,Diesel,Individual,Automatic,First Owner,3.0,BMW
Hyundai Grand i10 1.2 Kappa Magna AT,2017.0,550000.0,19890.0,Unknown,Dealer,Automatic,First Owner,3.0,Hyundai
Hyundai Grand i10 Magna AT,2017.0,520000.0,,Petrol,Dealer,Automatic,Unknown,3.0,Hyundai
Unknown,2016.0,239000.0,41000.0,Petrol,Dealer,Manual,First Owner,4.0,Unknown
Maruti Baleno Delta 1.2,2017.0,585000.0,43608.0,Petrol,Trustmark Dealer,Manual,First Owner,3.0,Maruti
Maruti Baleno Alpha CVT,2018.0,825000.0,11212.0,Petrol,Unknown,Automatic,First Owner,2.0,Maruti
Hyundai i20 1.4 Magna Executive,2013.0,280000.0,52000.0,Diesel,Dealer,Manual,First Owner,7.0,Hyundai
Maruti Baleno Zeta,2016.0,725000.0,49217.0,Petrol,Trustmark Dealer,Unknown,First Owner,4.0,Maruti
Unknown,2015.0,300000.0,90000.0,Diesel,Unknown,Manual,Unknown,5.0,Unknown
Hyundai Xcent 1.2 Kappa S,2015.0,375000.0,70000.0,Unknown,Individual,Manual,First Owner,5.0,Hyundai
Honda City VTEC,2003.0,310000.0,90000.0,Petrol,Individual,Manual,Unknown,17.0,Honda
Maruti Swift Dzire VDi,2011.0,375000.0,190000.0,Diesel,Individual,Manual,Third Owner,9.0,Maruti
Ford Endeavour 3.2 Titanium AT 4X4,2016.0,1950000.0,106000.0,Diesel,Individual,Automatic,First Owner,4.0,Ford
Tata Xenon XT EX 4X2,,400000.0,80000.0,Diesel,Individual,Manual,Second Owner,,Tata
Nissan Terrano XL Plus 85 PS,2014.0,550000.0,80000.0,Unknown,Individual,Unknown,Second Owner,6.0,Nissan
Maruti Eeco 7 Seater Standard BSIV,2018.0,270000.0,20000.0,Unknown,Individual,Manual,First Owner,2.0,Maruti
Maruti Ertiga ZDI,2012.0,555000.0,110000.0,Diesel,Individual,Manual,Second Owner,8.0,Maruti
Unknown,2013.0,500000.0,60000.0,Diesel,Individual,Manual,Second Owner,7.0,Unknown
Skoda Laura Elegance 1.9 TDI  AT,2010.0,400000.0,130000.0,Diesel,Individual,Automatic,Second Owner,10.0,Skoda
Unknown,2017.0,280000.0,28838.0,Petrol,Individual,Manual,First Owner,3.0,Unknown
Tata Indica GLS BS IV,2008.0,80000.0,200000.0,Petrol,Individual,Manual,First Owner,12.0,Tata
Tata Indica DLS,2006.0,55000.0,100000.0,Diesel,Individual,Manual,First Owner,14.0,Tata
Maruti Alto 800 LXI Airbag,2014.0,250000.0,50000.0,Petrol,Individual,Manual,Unknown,6.0,Maruti
Mahindra Bolero SLX 2WD,2010.0,250000.0,190000.0,Diesel,Individual,Manual,Unknown,10.0,Mahindra
Mahindra Jeep MM 540,2007.0,95000.0,100000.0,Diesel,Individual,Manual,Second Owner,13.0,Mahindra
Mahindra Scorpio 1.99 S10,2014.0,725000.0,135000.0,Diesel,Individual,Manual,Second Owner,6.0,Mahindra
Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,320000.0,50000.0,Diesel,Individual,Manual,Unknown,5.0,Mahindra
Skoda Octavia Elegance 2.0 TDI AT,2014.0,,135000.0,Diesel,Individual,Automatic,Third Owner,6.0,Skoda
Chevrolet Beat Diesel LS,2012.0,160000.0,50000.0,Diesel,Unknown,Manual,First Owner,8.0,Chevrolet
Honda Jazz 1.5 VX i DTEC,2018.0,790000.0,19571.0,Diesel,Dealer,Manual,First Owner,2.0,Honda
Honda City i-VTEC ZX,2018.0,,29600.0,Petrol,Dealer,Unknown,First Owner,2.0,Honda
Maruti Swift LXI,2011.0,,70000.0,Petrol,Individual,Manual,First Owner,9.0,Maruti
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018.0,950000.0,15000.0,Diesel,Individual,Automatic,First Owner,2.0,Maruti
Maruti Celerio LXI MT BSIV,2019.0,340000.0,50000.0,Petrol,Individual,Manual,First Owner,1.0,Maruti
Renault Captur 1.5 Diesel RXT,2017.0,825000.0,13500.0,Diesel,Individual,Manual,First Owner,3.0,Renault
Audi A4 30 TFSI Technology,2018.0,3100000.0,22000.0,Petrol,Individual,Automatic,First Owner,2.0,Audi
Honda Amaze VX Diesel BSIV,2018.0,780000.0,25000.0,Diesel,Unknown,Manual,First Owner,2.0,Honda
Toyota Corolla Altis 1.8 VL AT,2010.0,350000.0,80000.0,Petrol,Unknown,Automatic,Third Owner,10.0,Toyota
Honda Amaze VX Petrol BSIV,2018.0,,,Petrol,Dealer,Manual,First Owner,2.0,Honda
Maruti Alto 800 VXI,2016.0,245000.0,60000.0,Petrol,Individual,Manual,First Owner,4.0,Maruti
Honda Amaze VX Diesel BSIV,2018.0,790000.0,49000.0,Diesel,Dealer,Manual,First Owner,2.0,Honda
Honda Amaze VX i-VTEC,2018.0,680000.0,48600.0,Petrol,Dealer,Manual,First Owner,2.0,Honda
Unknown,2017.0,540000.0,20000.0,Unknown,Individual,Manual,Second Owner,3.0,Unknown
Unknown,,425000.0,25000.0,Petrol,Individual,Manual,First Owner,,Unknown
Maruti Zen Estilo Sports,,140000.0,120000.0,Petrol,Individual,Manual,First Owner,,Maruti
Maruti Ertiga ZDI Plus,2019.0,1100000.0,30000.0,Unknown,Individual,Manual,First Owner,1.0,Maruti
Renault Lodgy 85PS RxL,2015.0,715000.0,35000.0,Diesel,Individual,Manual,First Owner,5.0,Renault
Audi Q3 2.0 TDI Quattro Premium Plus,2015.0,1750000.0,127643.0,Diesel,Dealer,Automatic,First Owner,5.0,Audi
Tata Zest Revotron 1.2T XMS,2018.0,400000.0,54000.0,Petrol,Dealer,Manual,Second Owner,2.0,Tata
Audi A6 2.0 TDI  Design Edition,2014.0,1750000.0,102354.0,Diesel,Dealer,Automatic,Unknown,6.0,Audi
Audi Q5 2.0 TFSI Quattro Premium Plus,2014.0,1850000.0,62237.0,Petrol,Dealer,Automatic,First Owner,6.0,Audi
Hyundai Santro Xing XL eRLX Euro III,2005.0,114999.0,90000.0,Petrol,Dealer,Manual,Second Owner,15.0,Hyundai
Ford EcoSport 1.5 TDCi Titanium BSIV,2018.0,950000.0,21394.0,Diesel,Dealer,Manual,First Owner,2.0,Ford
Datsun GO T Petrol,2015.0,310000.0,32686.0,Petrol,Dealer,Manual,First Owner,5.0,Datsun
Mahindra Jeep CJ 500 DI,2006.0,575000.0,1001.0,Diesel,Dealer,Manual,First Owner,14.0,Mahindra
Renault Pulse RxZ,2017.0,490000.0,22000.0,Diesel,Dealer,Manual,First Owner,3.0,Renault
Hyundai Grand i10 Magna,2017.0,480000.0,53261.0,Petrol,Dealer,Manual,First Owner,3.0,Hyundai
Land Rover Discovery Sport SD4 HSE Luxury,2016.0,3500000.0,53000.0,Diesel,Dealer,Automatic,First Owner,4.0,Land
Renault KWID 1.0 RXT Optional,2018.0,370000.0,10000.0,Petrol,Dealer,Manual,First Owner,2.0,Renault
Maruti Baleno Alpha 1.3,2017.0,835000.0,14000.0,Diesel,Dealer,Manual,First Owner,3.0,Maruti
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017.0,650000.0,44000.0,Petrol,Dealer,Manual,First Owner,3.0,Volkswagen
Toyota Etios VD,2014.0,670000.0,39895.0,Diesel,Dealer,Manual,First Owner,6.0,Toyota
Chevrolet Cruze LTZ AT,,950000.0,73000.0,Unknown,Dealer,Automatic,First Owner,,Chevrolet
Honda City i-VTEC SV,2014.0,690000.0,17000.0,Petrol,Dealer,Manual,First Owner,6.0,Honda
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017.0,670000.0,18591.0,Petrol,Dealer,Manual,First Owner,3.0,Volkswagen
Tata Nexon 1.5 Revotorq XZ,2017.0,925000.0,26766.0,Diesel,Dealer,Manual,First Owner,3.0,Tata
Hyundai EON Magna Plus,2015.0,250000.0,,Petrol,Unknown,Manual,First Owner,5.0,Hyundai
Tata Sumo Gold EX,,509999.0,42000.0,Diesel,Individual,Manual,First Owner,,Tata
Honda City i DTEC VX,2014.0,520000.0,,Diesel,Individual,Manual,First Owner,6.0,Honda
Unknown,2005.0,100000.0,100000.0,Diesel,Unknown,Manual,First Owner,15.0,Unknown
Tata Indica DLS,2006.0,85000.0,300000.0,Diesel,Individual,Manual,Second Owner,14.0,Tata
Tata Indigo LX,2009.0,130000.0,110000.0,Diesel,Individual,Manual,Third Owner,11.0,Tata
Ford EcoSport 1.5 TDCi Titanium BSIV,2018.0,950000.0,27620.0,Diesel,Dealer,Manual,First Owner,2.0,Ford
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015.0,450000.0,70000.0,Petrol,Individual,Manual,First Owner,5.0,Ford
Honda City S,2012.0,320000.0,50000.0,Petrol,Individual,Manual,Second Owner,8.0,Honda
Maruti Swift Dzire VDI,2015.0,480000.0,50000.0,Diesel,Individual,Manual,First Owner,5.0,Maruti
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014.0,2490000.0,46000.0,Diesel,Individual,Automatic,First Owner,6.0,Mercedes-Benz
Toyota Innova 2.5 VX 8 STR,2012.0,790000.0,82000.0,Diesel,Individual,Manual,First Owner,8.0,Toyota
Maruti Omni MPI STD BSIV,2016.0,,120000.0,Petrol,Individual,Manual,First Owner,4.0,Maruti
Maruti Alto LXi,2006.0,75000.0,,Petrol,Individual,Manual,Third Owner,14.0,Maruti
Tata Indica GLS BS IV,2010.0,99000.0,70000.0,Petrol,Individual,Unknown,First Owner,10.0,Tata
Maruti S-Cross Zeta DDiS 200 SH,2018.0,,20000.0,Diesel,Individual,Manual,First Owner,2.0,Maruti
Mahindra Xylo D4 BSIV,2013.0,250000.0,200000.0,Diesel,Individual,Manual,Unknown,7.0,Mahindra
Toyota Innova Crysta 2.5 VX BS IV,2011.0,520000.0,120000.0,Diesel,Individual,Manual,First Owner,9.0,Toyota
Hyundai Verna CRDi 1.6 AT SX Option,2018.0,1100000.0,30000.0,Diesel,Individual,Automatic,First Owner,2.0,Hyundai
Toyota Innova 2.5 V Diesel 7-seater,2005.0,200000.0,223000.0,Diesel,Individual,Manual,First Owner,15.0,Toyota
Maruti Swift Dzire VDI,2016.0,525000.0,,Diesel,Individual,Manual,First Owner,4.0,Maruti
Hyundai i20 Asta 1.2,2016.0,500000.0,40000.0,Petrol,Individual,Manual,First Owner,4.0,Hyundai
Mahindra Scorpio S2 7 Seater,2016.0,675000.0,161327.0,Diesel,Individual,Manual,First Owner,4.0,Mahindra
Hyundai i10 Magna 1.2 iTech SE,2009.0,150000.0,60000.0,Petrol,Individual,Manual,Third Owner,11.0,Hyundai
Mahindra Bolero DI,2007.0,250000.0,50000.0,Diesel,Individual,Manual,First Owner,13.0,Mahindra
Hyundai Grand i10 1.2 Kappa Sportz BSIV,,450000.0,6000.0,Petrol,Individual,Manual,First Owner,,Hyundai
Hyundai Santro Xing XS,2009.0,150000.0,68000.0,Petrol,Individual,Manual,Unknown,11.0,Hyundai
Chevrolet Beat Diesel LS,2012.0,200000.0,85000.0,Diesel,Individual,Manual,First Owner,8.0,Chevrolet
Mahindra Scorpio VLS AT 2.2 mHAWK,2011.0,525000.0,70000.0,Diesel,Individual,Automatic,First Owner,9.0,Mahindra
Maruti Esteem VX,1999.0,60000.0,35000.0,Petrol,Individual,Manual,Second Owner,21.0,Maruti
Maruti Swift Vdi BSIII,2010.0,180000.0,100000.0,Diesel,Individual,Manual,Second Owner,10.0,Maruti
Honda Amaze S i-Dtech,2015.0,475000.0,110000.0,Diesel,Individual,Manual,First Owner,5.0,Honda
Mahindra Scorpio VLS AT 2.2 mHAWK,2010.0,380000.0,195000.0,Diesel,Individual,Automatic,Second Owner,10.0,Mahindra
Maruti Alto 800 LXI,2015.0,285000.0,46000.0,Petrol,Individual,Manual,Second Owner,5.0,Maruti
Maruti Alto LXi BSIII,2008.0,91200.0,60000.0,Petrol,Individual,Manual,Second Owner,12.0,Maruti
Datsun RediGO T Option,,250000.0,46000.0,Petrol,Individual,Manual,First Owner,,Datsun
Hyundai Grand i10 CRDi Sportz,2015.0,400000.0,42000.0,Diesel,Individual,Manual,First Owner,5.0,Hyundai
Hyundai Santro Xing XG AT,,160000.0,90000.0,Petrol,Individual,Automatic,Second Owner,,Hyundai
Skoda Yeti Ambition 4X2,2012.0,650000.0,85000.0,Diesel,Individual,Manual,Unknown,8.0,Skoda
Hyundai Verna 1.6 SX,2012.0,409999.0,120000.0,Diesel,Unknown,Manual,Third Owner,8.0,Hyundai
Ford Ecosport 1.5 DV5 MT Titanium,2013.0,425000.0,72000.0,Diesel,Individual,Manual,First Owner,7.0,Ford
Maruti Wagon R LXI CNG,2013.0,250000.0,71000.0,CNG,Individual,Manual,Second Owner,7.0,Maruti
Maruti Swift Dzire VXi,2009.0,200000.0,,Petrol,Individual,Manual,Fourth & Above Owner,11.0,Maruti
Volkswagen Polo Diesel Trendline 1.2L,2010.0,130000.0,144000.0,Diesel,Individual,Manual,Fourth & Above Owner,10.0,Volkswagen
Maruti Eeco 5 Seater AC BSIV,2017.0,260000.0,30000.0,Petrol,Dealer,Unknown,First Owner,3.0,Maruti
Hyundai Verna SX,2007.0,155000.0,,Petrol,Dealer,Manual,First Owner,13.0,Hyundai
Honda Jazz 1.5 VX i DTEC,2015.0,450000.0,38000.0,Diesel,Individual,Manual,First Owner,5.0,Honda
Maruti SX4 Celebration Petrol,2012.0,220000.0,90000.0,Petrol,Individual,Manual,Second Owner,8.0,Maruti
Hyundai i20 Active S Diesel,2018.0,650000.0,37000.0,Diesel,Dealer,Manual,First Owner,2.0,Hyundai
Maruti Alto 800 LXI,2018.0,285000.0,30000.0,Petrol,Dealer,Manual,First Owner,2.0,Maruti
Honda Amaze V CVT Petrol BSIV,2018.0,725000.0,26000.0,Petrol,Dealer,Automatic,First Owner,2.0,Honda
Maruti Ciaz ZXi,2016.0,625000.0,30000.0,Petrol,Dealer,Manual,First Owner,4.0,Maruti
Hyundai i20 Active SX Petrol,2016.0,550000.0,23000.0,Petrol,Dealer,Manual,First Owner,4.0,Hyundai
Hyundai i10 Magna,2012.0,240000.0,,Petrol,Unknown,Manual,First Owner,8.0,Hyundai
Nissan Terrano XL 85 PS,2014.0,600000.0,27000.0,Diesel,Dealer,Manual,First Owner,6.0,Nissan
Tata New Safari DICOR 2.2 EX 4x2,2012.0,350000.0,65000.0,Diesel,Dealer,Manual,First Owner,8.0,Tata
Hyundai EON Magna Plus,2015.0,245000.0,32000.0,Petrol,Dealer,Manual,First Owner,5.0,Hyundai
Mahindra Bolero B6,2016.0,,56000.0,Diesel,Dealer,Manual,Unknown,4.0,Mahindra
BMW X1 sDrive 20d xLine,2017.0,2400000.0,30000.0,Diesel,Individual,Automatic,First Owner,3.0,BMW
Mahindra Scorpio SLE BS IV,2014.0,620000.0,80000.0,Diesel,Dealer,Manual,First Owner,6.0,Mahindra
Maruti Swift Dzire 1.2 Vxi BSIV,2014.0,395000.0,52000.0,Petrol,Dealer,Manual,Second Owner,6.0,Maruti
Unknown,2014.0,635000.0,13250.0,Petrol,Dealer,Manual,First Owner,6.0,Unknown
Maruti Alto LX,2011.0,180000.0,36000.0,Petrol,Dealer,Manual,First Owner,9.0,Maruti
Maruti Swift ZDI Plus,,484999.0,73000.0,Diesel,Dealer,Unknown,Second Owner,,Maruti
Maruti Alto LX,2004.0,110000.0,60000.0,Petrol,Individual,Manual,First Owner,16.0,Maruti
Maruti Wagon R VXI BSIII,2006.0,150000.0,60000.0,Petrol,Individual,Manual,Second Owner,14.0,Maruti
Chevrolet Tavera Neo 2 LT L 9 Str,2012.0,400000.0,110000.0,Diesel,Individual,Unknown,First Owner,8.0,Chevrolet
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012.0,200000.0,70000.0,Diesel,Individual,Manual,Second Owner,8.0,Tata
Renault Duster 85PS Diesel RxL Plus,2013.0,302000.0,60000.0,Diesel,Individual,Manual,Second Owner,7.0,Renault
Maruti Swift Dzire Vdi BSIV,2011.0,215000.0,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,9.0,Maruti
Unknown,2004.0,155000.0,80000.0,Petrol,Individual,Manual,Second Owner,16.0,Unknown
Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,1000000.0,101000.0,Diesel,Individual,Manual,Second Owner,6.0,Toyota
Mahindra Bolero Power Plus SLX,2018.0,550000.0,44000.0,Unknown,Individual,Manual,First Owner,2.0,Mahindra
Maruti Swift 1.3 VXi,2006.0,200000.0,,Petrol,Individual,Unknown,First Owner,14.0,Maruti
Mahindra Scorpio S2 7 Seater,2017.0,,120000.0,Diesel,Individual,Manual,First Owner,3.0,Mahindra
Maruti Zen LXI,2005.0,90000.0,90000.0,Petrol,Individual,Manual,Second Owner,15.0,Maruti
Maruti Wagon R LXI Minor,2007.0,80000.0,120000.0,Petrol,Individual,Manual,Second Owner,13.0,Maruti
Hyundai EON D Lite Plus,2013.0,229999.0,,Petrol,Individual,Manual,First Owner,7.0,Hyundai
Renault KWID 1.0 RXT Optional,2017.0,350000.0,10000.0,Petrol,Individual,Manual,First Owner,3.0,Renault
Hyundai Grand i10 Magna,2015.0,325000.0,25000.0,Petrol,Individual,Manual,Unknown,5.0,Hyundai
Tata Tigor 1.2 Revotron XT,2018.0,450000.0,8500.0,Petrol,Individual,Manual,First Owner,2.0,Tata
Maruti SX4 Celebration Diesel,2012.0,250000.0,120000.0,Diesel,Individual,Manual,First Owner,8.0,Maruti
Volkswagen Polo Diesel Comfortline 1.2L,2012.0,225000.0,120000.0,Diesel,Individual,Manual,First Owner,8.0,Volkswagen
Maruti Alto LXi,2009.0,150000.0,90246.0,Petrol,Individual,Manual,Unknown,11.0,Maruti
Maruti Alto LX BSIII,2008.0,110000.0,90000.0,Petrol,Individual,Manual,Second Owner,12.0,Maruti
Maruti Alto LXi BSIII,2010.0,150000.0,40000.0,Petrol,Individual,Manual,Second Owner,10.0,Maruti
Maruti Gypsy King Hard Top,2000.0,165000.0,60000.0,Petrol,Individual,Unknown,Fourth & Above Owner,20.0,Maruti
Renault Duster 85PS Diesel RxL,,,32000.0,Diesel,Individual,Unknown,Second Owner,,Renault
Tata Manza Club Class Quadrajet90 VX,2013.0,170000.0,60400.0,Diesel,Individual,Manual,First Owner,7.0,Tata
Unknown,2008.0,150000.0,70950.0,Diesel,Individual,Manual,Second Owner,12.0,Unknown
Hyundai Xcent 1.1 CRDi Base,2015.0,375000.0,,Unknown,Individual,Manual,First Owner,5.0,Hyundai
Unknown,2013.0,390000.0,,Diesel,Individual,Unknown,First Owner,7.0,Unknown
Hyundai i20 Active 1.2 S,2017.0,600000.0,10000.0,Petrol,Individual,Manual,First Owner,3.0,Hyundai
Maruti Alto 800 LXI,2014.0,204999.0,25000.0,Petrol,Individual,Unknown,Second Owner,6.0,Maruti
Hyundai Verna CRDi,2009.0,270000.0,80000.0,Diesel,Individual,Manual,Second Owner,11.0,Hyundai
Unknown,2017.0,375000.0,10000.0,Petrol,Individual,Manual,First Owner,3.0,Unknown
Maruti Baleno Zeta,2020.0,700000.0,1100.0,Petrol,Individual,Manual,First Owner,0.0,Maruti
Maruti Swift VXI Deca,2017.0,,40000.0,Petrol,Individual,Manual,First Owner,3.0,Maruti
Hyundai i10 Sportz 1.1L,2017.0,375000.0,10000.0,Petrol,Individual,Manual,First Owner,3.0,Hyundai
Hyundai Grand i10 Asta,2014.0,341000.0,31491.0,Petrol,Unknown,Manual,First Owner,6.0,Hyundai
Maruti Swift Dzire VDI,2014.0,200000.0,107143.0,Diesel,Individual,Manual,Second Owner,6.0,Maruti
Maruti Ignis 1.2 AMT Delta BSIV,2017.0,450000.0,15000.0,Petrol,Individual,Unknown,First Owner,3.0,Maruti
Unknown,2012.0,170000.0,50000.0,Petrol,Individual,Manual,Second Owner,8.0,Unknown
Unknown,2017.0,1900000.0,100000.0,Diesel,Individual,Manual,First Owner,3.0,Unknown
Mahindra Bolero Power Plus LX,2016.0,500000.0,60000.0,Diesel,Individual,Manual,First Owner,4.0,Mahindra
Maruti Vitara Brezza ZDi Plus,2016.0,,85000.0,Diesel,Individual,Manual,First Owner,4.0,Maruti
Maruti Swift 1.2 DLX,2014.0,351000.0,40000.0,Petrol,Individual,Manual,Unknown,6.0,Maruti
Hyundai i10 Magna 1.2 iTech SE,2011.0,195000.0,80000.0,Petrol,Individual,Manual,Second Owner,9.0,Hyundai
Maruti Swift Dzire VDi,,250000.0,,Diesel,Individual,Manual,Second Owner,,Maruti
Maruti Zen Estilo 1.1 VXI BSIII,2008.0,120000.0,,Petrol,Individual,Manual,Second Owner,12.0,Maruti
Maruti A-Star Vxi,2009.0,180000.0,70000.0,Petrol,Individual,Manual,Third Owner,11.0,Maruti
Mahindra KUV 100 mFALCON D75 K6,2016.0,430000.0,20000.0,Diesel,Individual,Unknown,First Owner,4.0,Mahindra
Tata Nano Cx BSIV,2012.0,75000.0,35000.0,Petrol,Individual,Manual,Second Owner,8.0,Tata
Mahindra Xylo D4,2017.0,750000.0,80000.0,Diesel,Individual,Manual,First Owner,3.0,Mahindra
Tata Nano Lx,2011.0,60000.0,40000.0,Petrol,Individual,Manual,First Owner,9.0,Tata
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015.0,1500000.0,46412.0,Diesel,Individual,Manual,First Owner,5.0,Toyota
Mahindra Bolero SLX 2WD BSIII,2011.0,390000.0,150000.0,Diesel,Individual,Manual,Fourth & Above Owner,9.0,Mahindra
Mahindra TUV 300 T4,2016.0,630000.0,50000.0,Diesel,Individual,Manual,First Owner,4.0,Mahindra
Tata Safari Storme VX Varicor 400,2018.0,1085000.0,15000.0,Diesel,Individual,Unknown,First Owner,2.0,Tata
Hyundai i10 Magna 1.2 iTech SE,2012.0,190000.0,60000.0,Petrol,Individual,Manual,Second Owner,8.0,Hyundai
Maruti Baleno Delta Automatic,2018.0,,25000.0,Petrol,Individual,Automatic,First Owner,2.0,Maruti
Maruti Alto 800 LXI,2012.0,,90000.0,Petrol,Individual,Manual,Third Owner,8.0,Maruti
Chevrolet Spark 1.0 LT,2011.0,165000.0,60000.0,Petrol,Individual,Manual,First Owner,9.0,Chevrolet
Ford Figo Diesel Celebration Edition,2013.0,260000.0,65000.0,Diesel,Unknown,Manual,First Owner,7.0,Ford
Maruti Alto LX,2011.0,151000.0,40000.0,Petrol,Individual,Manual,First Owner,9.0,Maruti
Maruti Vitara Brezza VDi,2018.0,780000.0,50000.0,Diesel,Individual,Manual,First Owner,2.0,Maruti
Tata Indica Vista Quadrajet LX,,175000.0,80000.0,Diesel,Individual,Manual,Third Owner,,Tata
Tata Indica Vista TDI LS,2010.0,170000.0,,Diesel,Dealer,Manual,First Owner,10.0,Tata
Tata Indica Vista TDI LS,2013.0,,135000.0,Diesel,Dealer,Manual,Second Owner,7.0,Tata
Maruti Alto LXi,2007.0,90000.0,43826.0,Petrol,Dealer,Manual,Second Owner,13.0,Maruti
Hyundai i20 Active S Petrol,2016.0,,55838.0,Petrol,Dealer,Unknown,First Owner,4.0,Hyundai
Maruti Swift VDI BSIV,2007.0,195000.0,112880.0,Diesel,Dealer,Manual,First Owner,13.0,Maruti
Tata Indica Vista Terra Quadrajet 1.3L,,140000.0,90000.0,Diesel,Unknown,Manual,Third Owner,,Tata
Nissan Sunny XL,2012.0,350000.0,40000.0,Petrol,Individual,Manual,Unknown,8.0,Nissan
Unknown,2013.0,425000.0,66000.0,Petrol,Individual,Unknown,First Owner,7.0,Unknown
Renault KWID 1.0 RXT Optional,2017.0,300000.0,30300.0,Petrol,Individual,Manual,First Owner,3.0,Renault
Volkswagen Vento Diesel Style Limited Edition,2013.0,340000.0,85000.0,Diesel,Individual,Unknown,Unknown,7.0,Volkswagen
Maruti Swift Dzire VXi,2009.0,250000.0,80659.0,Unknown,Dealer,Manual,First Owner,11.0,Maruti
